‘¿ ”À‹“≈“	 ≤À‹ ≤—“‹ ÕŒ¬»Õ ¬≤ƒ 1.1.2018	ƒ¿“¿ Œ—“¿ÕÕ‹ŒØ œ”¡À≤ ¿÷≤Ø
http://bioweb.lnu.edu.ua/news	15	26.06.2018	
17.04.2018	clio	31	http://clio.lnu.edu.ua/news/pochatok-pryjomu-zayavok-na-prohramu-molodizhnyj-delehat-ukrajiny-do-oon	
17.04.2018	clio	31	http://clio.lnu.edu.ua/news/prezentatsiya-pidruchnykiv-iz-novyh-intehrovanyh-kursiv-hromadyanska-osvita-ta-istoriya-ukrajina-i-svit-u-kropyvnytskomu	
16.04.2018	clio	31	http://clio.lnu.edu.ua/news/modus-legendi-krym-u-kintsi-xviii-st-persha-aneksiya	
16.04.2018	clio	31	http://clio.lnu.edu.ua/news/litnya-shkola-z-prav-lyudyny-dlya-studentiv-vid-obse-zi-stypendiyamy-odesa-9-13-lypnya-2018-roku	
16.04.2018	clio	31	http://clio.lnu.edu.ua/news/serdechno-vitajemo-studentku-mahisterskoji-prohramy-ukrajinska-mentalnist-ta-identychnist-roksolanu-maksymyak	
16.04.2018	clio	32	http://clio.lnu.edu.ua/news/kurs-usna-istoriya-teoriya-i-metodyka-doslidzhennya	
13.04.2018	clio	32	http://clio.lnu.edu.ua/news/nazar-radetskyj-ta-roksolana-maksymyak-peremozhtsi-vseukrajinskoho-konkursu-studentskyh-naukovyh-robit-za-spetsialnistyu-istoriya-ta-arheolohiya	
13.04.2018	clio	32	http://clio.lnu.edu.ua/news/naukovyj-kruhlyj-stil-prysvyachenyj-100-richchyu-ukrajinskoji-derzhavy-hetmana-pavla-skoropadskoho	
13.04.2018	clio	32	http://clio.lnu.edu.ua/news/zvit-z-tretoho-seminaru-doslidzhennya-mynuloho-v-epohu-multydystsyplinarnosti-vyklyky-ta-mozhlyvosti	
13.04.2018	clio	32	http://clio.lnu.edu.ua/news/stypendiji-dlya-ukrajinskyh-studeniv-vid-slovatskoho-uryadu	
12.04.2018	clio	33	http://clio.lnu.edu.ua/news/zaproshujemo-pidtrymaty-rodynu-hladyshevskyh-u-kokursi-na-zvannya-shlyahetna-lvivska-rodyna	
12.04.2018	clio	33	http://clio.lnu.edu.ua/news/osvitni-podiji-tvoho-mista	
12.04.2018	clio	33	http://clio.lnu.edu.ua/news/yak-zapovnyty-learning-agreement-uhoda-pro-navchannya	
11.04.2018	clio	33	http://clio.lnu.edu.ua/news/rejestratsiya-kandydativ-na-posadu-holovy-studentskoho-uryadu	
11.04.2018	clio	33	http://clio.lnu.edu.ua/news/treninh-anatomiya-naukovoho-doslidzhennya-ideji-konferentsiji-hranty-publikatsiji-lviv-14-kvitnya	
11.04.2018	clio	34	http://clio.lnu.edu.ua/news/naukovyj-seminar-doslidzhennya-mynuloho-v-epohu-multydystsyplinarnosti-vyklyky-ta-mozhlyvosti	
10.04.2018	clio	34	http://clio.lnu.edu.ua/news/lektsiya-myhajla-zapototskoho-evolyutsiya-politychnoho-vplyvu-katolytskoji-tserkvy	
10.04.2018	clio	34	http://clio.lnu.edu.ua/news/mizhnarodna-parlamentska-stypendiya	
10.04.2018	clio	34	http://clio.lnu.edu.ua/news/foto-zvit-pro-lektsiyu-nestora-rybchynskoho	
07.04.2018	clio	34	http://clio.lnu.edu.ua/news/hrystos-voskres	
06.04.2018	clio	35	http://clio.lnu.edu.ua/news/urban-summer-school	
06.04.2018	clio	35	http://clio.lnu.edu.ua/news/prosymo-oznajomytysya-z-polozhennyam-pro-poryadok-realizatsiji-mizhnarodnyh-proektiv-hrantiv-ta-dohovoriv-u-lvivskomu-natsionalnomu-universyteti-imeni-ivana-franka-vid-29-bereznya-2018-roku-ta-dodatk	
05.04.2018	clio	35	http://clio.lnu.edu.ua/news/prezentatsiya-prohramy-shkola-liderstva-upravlinnya-universytetom	
05.04.2018	clio	35	http://clio.lnu.edu.ua/news/hiii-mizhnarodna-litnya-shkola-ukrajinskoji-movy-ta-krajinoznavstva	
05.04.2018	clio	35	http://clio.lnu.edu.ua/news/istorychna-debatna-liha-lnu-im-i-franka	
04.04.2018	clio	36	http://clio.lnu.edu.ua/news/rozklad-oformlennya-zalikiv-u-ii-semestri-2017-2018-n-r-dlya-studentiv-iv-kursu-istorychnoho-fakultetu-dennoji-formy-navchannya	
04.04.2018	clio	36	http://clio.lnu.edu.ua/news/maksymalni-obsyahy-ta-kvalifikatsijnyj-minimum-derzhavnoho-zamovlennya-na-pryjom-do-zakladiv-vyschoji-osvity-v-2018-rotsi	
04.04.2018	clio	36	http://clio.lnu.edu.ua/news/blahodijnyj-proekt-starist-na-radist	
04.04.2018	clio	36	http://clio.lnu.edu.ua/news/bezkoshtovni-onlajn-kursy-kvitnya	
03.04.2018	clio	36	http://clio.lnu.edu.ua/news/prezentatsiya-knyhy-perevydannya-fundamentalnoji-pratsi-volodymyra-shuhevycha-u-5-chastynah-hutsulschyna	
03.04.2018	clio	37	http://clio.lnu.edu.ua/news/natsionalnyj-intelektualnyj-konkurs-keramolohichnoji-akademiji-nikka-prysvyachenyj-keramolohiji-honcharstvu-keramitsi	
03.04.2018	clio	37	http://clio.lnu.edu.ua/news/71-a-mizhnarodna-konferentsiya-molodyh-uchenyh-karazinski-chytannya	
02.04.2018	clio	37	http://clio.lnu.edu.ua/news/lektsiya-nestora-rybchynskoho-eksperymentalna-arheolohiya-vidtvorennya-ta-eksponuvannya-davnih-budivel-v-ramkah-proektu-histart	
02.04.2018	clio	37	http://clio.lnu.edu.ua/news/hi-lvivskyj-sotsiolohichnyj-forum-sotsiolohiya-sohodennya-tendentsiji-ta-perspektyvy-rozvytku	
02.04.2018	clio	37	http://clio.lnu.edu.ua/news/kurs-usna-istoriya-u-lvivskomu-universyteti	
30.03.2018	clio	38	http://clio.lnu.edu.ua/news/nazar-kosenko-i-mistse-ta-dmytro-puhach-ii-mistse-peremozhtsi-vseukrajinskoji-studentskoji-olimpiady-z-navchalnoji-dystsypliny-istoriya-ukrajiny	
30.03.2018	clio	38	http://clio.lnu.edu.ua/news/litnya-shkola-z-vyvchennya-istoriji-holokostu-v-ukrajini-kyjiv-2-12-lypnya-2018-roku	
30.03.2018	clio	38	http://clio.lnu.edu.ua/news/litnya-prohrama-dlya-lideriv-v-shvejtsariji-zi-stypendiyamy	
29.03.2018	clio	38	http://clio.lnu.edu.ua/news/vstup-do-naukovoho-tovarystva-studentiv-istorychnoho-fakultetu-ntif	
29.03.2018	clio	38	http://clio.lnu.edu.ua/news/konkurs-na-zamischennya-posad-naukovo-pedahohichnyh-pratsivnykiv	
29.03.2018	clio	39	http://clio.lnu.edu.ua/news/protsedura-obrannya-dystsyplin-vilnoho-vyboru-ii-hvylya-rejestratsiji-prodovzhujetsya-do-ponedilka-02-04-2018-roku-vklyuchno	
29.03.2018	clio	39	http://clio.lnu.edu.ua/news/rejestratsiya-kandydativ-na-posadu-holovy-ta-chleniv-studentskoji-rady-fakultetu-v-delehaty-do-konferentsiji-trudovoho-kolektyvu-fakultetu-ta-konferentsiji-studentiv-universytetu	
29.03.2018	clio	39	http://clio.lnu.edu.ua/news/stypendiji-vid-estonskoho-uryadu-dlya-uchasti-v-litnih-shkolah-yaki-provodyatsya-v-universytetu-tartu-v-lypni-serpni-2018-roku	
28.03.2018	clio	39	http://clio.lnu.edu.ua/news/zamovlennya-futbolky-abo-svitshotu-z-lohotypom-istorychnoho-fakultetu	
28.03.2018	clio	39	http://clio.lnu.edu.ua/news/rejestratsiya-kandydativ-na-posadu-holiv-ta-chleniv-studentskyh-rad-fakultetiv-koledzhiv-v-delehaty-do-konferentsiji-trudovoho-kolektyvu-fakultetu-koledzhu-ta-konferentsiji-studentiv-universytetu	
28.03.2018	clio	40	http://clio.lnu.edu.ua/news/litnya-shkola-zi-stypendiyamy-u-vrotslavskomu-universyteti	
28.03.2018	clio	40	http://clio.lnu.edu.ua/news/prohrama-vizytiv-do-evropejskoho-soyuzu-oholoshuje-vidbir-na-2019-rik	
28.03.2018	clio	40	http://clio.lnu.edu.ua/news/vidkryta-lektsiya-doktora-istorychnyh-nauk-profesora-latvijskoho-universytetu-ministra-vnutrishnih-sprav-latviji-u-2004-2005-rokah-eriksa-ekabsonsa	
28.03.2018	clio	40	http://clio.lnu.edu.ua/news/pres-konferentsiya-ta-vystavka-na-temu-davnij-plisnesk-vid-yazychnytstva-do-hrystyyanstva	
27.03.2018	clio	40	http://clio.lnu.edu.ua/news/maryana-kos-peremozhnytsya-vseukrajinskoho-konkursu-studentskyh-naukovyh-robit-iz-haluzi-henderni-doslidzhennya	
27.03.2018	clio	41	http://clio.lnu.edu.ua/news/oksana-bryndzak-i-tetyana-pryhodko-peremozhnytsi-vseukrajinskoho-konkursu-studentskyh-naukovyh-robit-zi-spetsialnosti-sotsiolohiya	
27.03.2018	clio	41	http://clio.lnu.edu.ua/news/zvit-z-kruhloho-stolu-de-zakinchujetsya-serednovichchya	
27.03.2018	clio	41	http://clio.lnu.edu.ua/news/velykodnij-rekord-zbir-velykodnih-lystivok-ta-krashanok	
27.03.2018	clio	41	http://clio.lnu.edu.ua/news/naukovo-metodychnyj-seminar-studentiv-ii-kursu-dennoji-formy-navchannya-spetsialnosti-014-serednya-osvita	
26.03.2018	clio	41	http://clio.lnu.edu.ua/news/zasidannya-vchenoji-rady-istorychnoho-fakultetu-2	
26.03.2018	clio	42	http://clio.lnu.edu.ua/news/svitlij-pamyati-anastasiji-zajichenko	
26.03.2018	clio	42	http://clio.lnu.edu.ua/news/vitajemo-peremozhtsiv-vseukrajinskoho-konkursu-studentskyh-naukovyh-robit-zi-spetsialnosti-sotsiolohiya-oksanu-bryndzak-dyplom-i-stupenya-ta-tetyanu-pryhodko-dyplom-ii-stupenya	
26.03.2018	clio	42	http://clio.lnu.edu.ua/news/vitajemo-mahistrantku-maryanu-kos-z-iii-konkursnym-mistsem-u-vseukrajinskomu-konkursi-studentskyh-naukovyh-robit-iz-haluzi-henderni-doslidzhennya	
26.03.2018	clio	42	http://clio.lnu.edu.ua/news/ii-hvylya-rejestratsiji-na-vybirkovi-dystsypliny	
26.03.2018	clio	42	http://clio.lnu.edu.ua/news/zbir-knyh-dlya-vyhovantsiv-dytyachoho-budynku	
23.03.2018	clio	43	http://clio.lnu.edu.ua/news/den-abiturijenta-na-istorychnomu-fakulteti-3	
23.03.2018	clio	43	http://clio.lnu.edu.ua/news/turnir-pamyati-herojiv-nebesnoji-sotni	
23.03.2018	clio	43	http://clio.lnu.edu.ua/news/oblasnyj-turnir-yunyh-istorykiv-imeni-b-solchanyka	
23.03.2018	clio	43	http://clio.lnu.edu.ua/news/lvivskyj-medijevistychnyj-klub-zaproshuje-na-lektsiyu-diany-melnyk-tanets-smerti-u-serednovichnij-kulturi	
22.03.2018	clio	43	http://clio.lnu.edu.ua/news/lektsiya-profesora-yana-shustera-lodz-polscha-pro-mohylnyk-rymskoho-chasu-charnuvko	
22.03.2018	clio	44	http://clio.lnu.edu.ua/news/doslidnytski-stypendiji-fondu-roberta-bosha	
22.03.2018	clio	44	http://clio.lnu.edu.ua/news/spetsialna-studentska-stypendijna-prohrama	
21.03.2018	clio	44	http://clio.lnu.edu.ua/news/zasidannya-studentskoji-rady-istorychnoho-fakultetu	
21.03.2018	clio	44	http://clio.lnu.edu.ua/news/vybirkova-dystsyplina-slovyanska-mifolohiya	
21.03.2018	clio	44	http://clio.lnu.edu.ua/news/vybirkova-dystsyplina-musulmanski-spilnoty-zahodu	
21.03.2018	clio	45	http://clio.lnu.edu.ua/news/yarmarok-karjery-u-lvivskomu-universyteti	
21.03.2018	clio	45	http://clio.lnu.edu.ua/news/24-sesiya-evroshkoly	
21.03.2018	clio	45	http://clio.lnu.edu.ua/news/bohdana-sypko-frantsuzy-ne-viryly-navit-u-hipotetychnu-mozhlyvist-vtraty-alzhyru	
19.03.2018	clio	45	http://clio.lnu.edu.ua/news/zustrich-iz-kolyshnim-politvyaznem-zastupnykom-holovy-medzhlisu-krymskotatarskoho-narodu-ahtemom-chijhozom	
19.03.2018	clio	45	http://clio.lnu.edu.ua/news/dmytro-kopylov-zajnyav-iii-mistse-u-vseukrajinskomu-konkursi-studentskyh-naukovyh-robit-u-haluzi-vijskovi-nauky	
19.03.2018	clio	46	http://clio.lnu.edu.ua/news/nabir-do-xxviii-wschodniej-szkoly-letniej-2018	
19.03.2018	clio	46	http://clio.lnu.edu.ua/news/xhvi-mizhnarodnyj-slavistychnyj-kolokvium-prysvyachenyj-pamyati-slovyanskyh-pershoprosvitnykiv-svyatyh-kyryla-i-mefodiya-lviv-17-18-travnya-2018-r	
16.03.2018	clio	46	http://clio.lnu.edu.ua/news/vidkryta-trevel-lektsiya-proektu-lviv-university-travel-club	
16.03.2018	clio	46	http://clio.lnu.edu.ua/news/zustrich-histart-na-temu-evolyutsiya-politychnoho-vplyvu-katolytskoji-tserkvy-pid-chas-frantsuzkoji-revolyutsiji-1789-1795-rr	
16.03.2018	clio	46	http://clio.lnu.edu.ua/news/seminar-pokaznyky-efektyvnoji-naukovoji-diyalnosti-naukovtsya-ustanovy-i-krajiny-publikatsiji-naukovi-vydannya-hranty	
15.03.2018	clio	47	http://clio.lnu.edu.ua/news/informatsiya-pro-stypendialni-prohramy-daad-dlya-studentiv-vypusknykiv-vchenyh-ta-vykladachiv-a-takozh-pro-propozytsiji-inshyh-vidibranyh-fondiv	
15.03.2018	clio	47	http://clio.lnu.edu.ua/news/zasidannya-mizhdystsyplinarnoho-seminaru-modus-legendi-zhinochi-obrazy-pershoi%cc%88-svitovoi%cc%88-viy%cc%86ny-u-mystetstvi-u-shidniy%cc%86-halychyni	
15.03.2018	clio	47	http://clio.lnu.edu.ua/news/vybirkova-dystsyplina-zhyva-istoriya-nove-prochytannya-mynuloho	
14.03.2018	clio	47	http://clio.lnu.edu.ua/news/vybirkova-dystsyplina-istoriya-lvivskoho-universytetu	
14.03.2018	clio	47	http://clio.lnu.edu.ua/news/vybirkova-dystsyplina-vizualni-obrazy-istoriji-zhyvopys-skulptura-fotohrafiya-ta-kinematohraf	
14.03.2018	clio	48	http://clio.lnu.edu.ua/news/mizhnarodnyj-mizhdystsyplinarnyj-naukovyj-sympozium-vizualizatsiya-epohy-holodomoru-dzherela-naratyvy-konteksty	
13.03.2018	clio	48	http://clio.lnu.edu.ua/news/lektsiya-profesora-yana-shustera	
13.03.2018	clio	48	http://clio.lnu.edu.ua/news/psyholohichna-majsternya-karjery	
13.03.2018	clio	48	http://clio.lnu.edu.ua/news/xvi-mizhnarodna-naukova-konferentsiya-studentiv-aspirantiv-doktorantiv-i-molodyh-vchenyh-sotsiolohiya-u-postsuchasnosti	
12.03.2018	clio	48	http://clio.lnu.edu.ua/news/zalikovi-knyzhky-studentiv-6-kursu-os-mahistr-dennoji-formy-navchannya	
12.03.2018	clio	49	http://clio.lnu.edu.ua/news/kruhlyj-stil-de-zakinchujetsya-serednovichchya	
12.03.2018	clio	49	http://clio.lnu.edu.ua/news/prezentatsiya-novoji-platformy-dlya-obrannya-studentamy-vybirkovyh-dystsyplin	
07.03.2018	clio	49	http://clio.lnu.edu.ua/news/zbory-starost-i-ii-kursiv-istorychnoho-fakultetu-dennoji-formy-navchannya	
07.03.2018	clio	49	http://clio.lnu.edu.ua/news/naukovyj-seminar-spetsialni-dopomizhni-istorychni-dystsypliny-v-ukrajini-novi-vyklyky-ta-nevyrisheni-zavdannya	
07.03.2018	clio	49	http://clio.lnu.edu.ua/news/konkurs-na-otrymannya-stypendij-na-navchannya-v-universyteti-turku-m-turku-finlyandiya-v-ramkah-prohramy-erasmus	
07.03.2018	clio	50	http://clio.lnu.edu.ua/news/rozpochavsya-nabir-na-vyshehradsku-litnyu-shkolu-2018	
06.03.2018	clio	50	http://clio.lnu.edu.ua/news/pedahohichna-asystentska-praktyka-studentiv-6-kursu-spetsialnist-032-istoriya-ta-arheolohiya-dennoji-formy-navchannya	
06.03.2018	clio	50	http://clio.lnu.edu.ua/news/vii-vseukrajinska-arheolohichna-studentska-konferentsiya-arheolohichni-doslidzhennya-v-ukrajini-zdobutky-i-perspektyvy	
06.03.2018	clio	50	http://clio.lnu.edu.ua/news/litnya-shkola-scho-zalyshajetsya-landshafty-pamyati-druhoji-svitovoji	
06.03.2018	clio	50	http://clio.lnu.edu.ua/news/hrafik-prohodzhennya-medychnoho-ohlyadu-studentamy-iii-ta-iv-kursiv-istorychnoho-fakultetu-dennoji-formy-navchannya	
05.03.2018	clio	51	http://clio.lnu.edu.ua/news/skasuvannya-nakazu-pro-kanikuly-z-5-po-11-bereznya-2018-roku-ne-bude	
05.03.2018	clio	51	http://clio.lnu.edu.ua/news/zustrich-zi-studentamy-chetvertoho-kursu-bakalavrskoji-prohramy-u-ramkah-diyalnosti-tsentru-usnoji-istoriji-ta-biohrafistyky-pry-kafedri-novitnoji-istoriji-ukrajiny-im-m-s-hrushevskoho	
05.03.2018	clio	51	http://clio.lnu.edu.ua/news/zustrich-tarasa-topoli-zi-studentamy	
03.03.2018	clio	51	http://clio.lnu.edu.ua/news/schodo-pryzupynennya-navchannya-u-lvivskomu-universyteti	
03.03.2018	clio	51	http://clio.lnu.edu.ua/news/pro-provedennya-zalikovyh-zanyat-studentiv-os-mahistr-spetsialnosti-032-istoriya-ta-arheolohiya-1-ho-roku-navchannya-yaki-prohodyat-pedahohichnu-asystentsku-praktyku	
03.03.2018	clio	52	http://clio.lnu.edu.ua/news/xvi-mizhnarodna-konferentsiya-studentiv-aspirantiv-ta-molodyh-vchenyh-shevchenkivska-vesna-2018	
03.03.2018	clio	52	http://clio.lnu.edu.ua/news/konkurs-na-otrymannya-stypendij-na-navchannya-v-universyteti-minyu-m-braha-portuhaliya-v-ramkah-prohramy-erasmus	
02.03.2018	clio	52	http://clio.lnu.edu.ua/news/rozklad-zanyat-aspirantiv-istorychnoho-fakultetu-ii-roku-navchannya-ochna-forma-spetsialnosti-054-sotsiolohiya-v-druhomu-semestri-2017-2018-n-r	
02.03.2018	clio	52	http://clio.lnu.edu.ua/news/natsionalna-akademiya-suhoputnyh-vijsk-imeni-hetmana-petra-sahajdachnoho-zaproshuje-na-navchannya-za-prohramoyu-ofitseriv-zapasu	
02.03.2018	clio	52	http://clio.lnu.edu.ua/news/vidkryta-lektsiya-k-i-n-dotsenta-bohdany-sypko-u-honytvi-za-mirazhem-frantsuzkyj-alzhyr-u-1830-1945-rr	
02.03.2018	clio	53	http://clio.lnu.edu.ua/news/cherhove-zasidannya-tvorchoji-hrupy-vchyteliv-m-lvova-ta-oblasti-yaki-pilotuyut-kurs-istoriya-ukrajina-i-svit-loippo-nas-uchat-schob-my-navchaly	
01.03.2018	clio	53	http://clio.lnu.edu.ua/news/rozklad-zanyat-aspirantiv-istorychnoho-fakultetu-ii-roku-navchannya-ochna-forma-spetsialnosti-032-istoriya-ta-arheolohiya-v-druhomu-semestri-2017-2018-navchalnoho-roku	
01.03.2018	clio	53	http://clio.lnu.edu.ua/news/bezkoshtovni-kursy-z-estonskoji-movy	
01.03.2018	clio	53	http://clio.lnu.edu.ua/news/trevel-hrant-im-bohdana-solchanyka-2	
01.03.2018	clio	53	http://clio.lnu.edu.ua/news/instruktazh-z-prohodzhennya-pedahohichnoji-asystentskoji-praktyky-studentamy-2-kursu-os-mahistr-spetsialnosti-032-istoriya-ta-arheolohiya	
28.02.2018	clio	54	http://clio.lnu.edu.ua/news/rozklad-provedennya-bereznevoji-sesiji-ispytiv-ta-zalikiv-2017-2018-n-r-dlya-studentiv-vi-kursu-os-mahistr-pershoho-roku-navchannya-istorychnoho-fakultetu-zaochnoho-navch	
28.02.2018	clio	54	http://clio.lnu.edu.ua/news/ukrajina-v-jevropejskomu-dialozi-prohrama-stypendij-2018-19-pry-instytuti-humanitarnyh-nauk-u-vidni	
28.02.2018	clio	54	http://clio.lnu.edu.ua/news/p-r-a-v-y-l-a-provedennya-konkursnoho-vidboru-hromadyan-ukrajiny-dlya-prohodzhennya-vijskovoji-pidhotovky-za-prohramoyu-ofitseriv-zapasu-do-natsionalnoji-akademiji-suhoputnyh-vijsk-imeni-het	
27.02.2018	clio	54	http://clio.lnu.edu.ua/news/perenesennya-robochyh-dniv-3	
27.02.2018	clio	54	http://clio.lnu.edu.ua/news/litnya-shkola-zi-stypendiyamy-v-universyteti-korunya-ispaniya	
27.02.2018	clio	55	http://clio.lnu.edu.ua/news/konkurs-istorychnoho-opovidannya-promynule-2018	
27.02.2018	clio	55	http://clio.lnu.edu.ua/news/hostovi-lektsiji-ta-konsultatsiji-dlya-vykladachiv-ta-studentiv-kafedry-sotsiolohiji-struktura-mahisterskoji-roboty-vymohy-ta-zmistovne-napovnennya-v-mezhah-mahisterskoji-prohramy-spetsialnosti-sotsi	
26.02.2018	clio	55	http://clio.lnu.edu.ua/news/vidnovlenno-ruh-studentskyh-avtobusiv	
26.02.2018	clio	55	http://clio.lnu.edu.ua/news/zasidannya-studentskoji-rady-schodo-perevedennya-studentiv-iz-platnoji-formy-navchannya-na-byudzhetnu-formu-navchannya	
26.02.2018	clio	55	http://clio.lnu.edu.ua/news/konkurs-na-otrymannya-stypendij-na-navchannya-stazhuvannya-v-universyteti-kadisa-ispaniya-v-ramkah-prohramy-erasmus	
23.02.2018	clio	56	http://clio.lnu.edu.ua/news/dodatkovyj-rozklad-dlya-studentiv-i-iv-kursiv-istorychnoho-fakultetu-os-bakalavr-na-druhyj-semestr-2017-2018-navchalnoho-roku	
23.02.2018	clio	56	http://clio.lnu.edu.ua/news/poryadok-zdachi-kursovyh-bakalavrskyh-mahisterskyh-ta-dyplomnyh-robit-vypusku-2018-r	
22.02.2018	clio	56	http://clio.lnu.edu.ua/news/fulbright-graduate-student-program	
22.02.2018	clio	56	http://clio.lnu.edu.ua/news/konkurs-naukovyh-statej-sered-studentiv-ta-aspirantiv-mystetstvo-zhyty-razom-zi-spilnymy-tsinnostyamy-do-hlobalnoho-myru	
21.02.2018	clio	56	http://clio.lnu.edu.ua/news/modus-legendi-zhinochi-obrazy-pershoi%cc%88-svitovoi%cc%88-viy%cc%86ny-u-mystetstvi-dopovidach-maryana-bajdak	
21.02.2018	clio	57	http://clio.lnu.edu.ua/news/konkurs-na-otrymannya-stypendij-na-navchannya-v-universyteti-hroninhena-niderlandy-v-ramkah-prohramy-erasmus	
20.02.2018	clio	57	http://clio.lnu.edu.ua/news/stypendiji-dlya-studentiv-z-ukrajiny-vid-lytovskoho-uryadu-dlya-navchannya-vprodovzh-1-abo-2-semestriv-v-providnyh-vnz-lytvy	
20.02.2018	clio	57	http://clio.lnu.edu.ua/news/konkurs-na-otrymannya-stypendij-na-navchannya-stazhuvannya-v-universyteti-aristotelya-v-salonikah-m-saloniky-hretsiya-v-ramkah-prohramy-erasmus	
19.02.2018	clio	57	http://clio.lnu.edu.ua/news/pamyati-heroya-nebesnoji-sotni-bohdana-solchanyka	
16.02.2018	clio	57	http://clio.lnu.edu.ua/news/uryad-kytayu-vydilyv-76-stypendij-dlya-hromadyan-ukrajiny-na-navchannya-ta-stazhuvannya-u-vyshah	
15.02.2018	clio	58	http://clio.lnu.edu.ua/news/konkurs-na-otrymannya-stypendij-na-navchannya-stazhuvannya-v-zahrebskomu-universyteti-m-zahreb-horvatiya-v-ramkah-prohramy-erasmus	
15.02.2018	clio	58	http://clio.lnu.edu.ua/news/stypendiji-vid-latvijskoho-uryadu-dlya-bakalavriv-mahistriv-ta-aspirantiv	
14.02.2018	clio	58	http://clio.lnu.edu.ua/news/uryad-slovachchyny-vydilyv-5-stypendij-na-chastkove-navchannya-studentiv-z-ukrajiny-u-vyschyh-navchalnyh-zakladah-i-5-stypendij-dlya-stazhystiv-ta-doktorantiv-aspirantiv-iz-zahalnym-terminom-perebuvan	
14.02.2018	clio	58	http://clio.lnu.edu.ua/news/mizhnarodna-konferentsiya-studentiv-aspirantiv-i-molodyh-naukovtsiv-na-temu-ukrajina-100-rokiv-dosvidu-nezalezhnosti	
13.02.2018	clio	58	http://clio.lnu.edu.ua/news/stypendialna-prohrama-dlya-molodyh-naukovtsiv-coimbra-group-scholarship-programme-for-young-researchers-from-european-neighbouring-countries	
13.02.2018	clio	59	http://clio.lnu.edu.ua/news/litnya-nimetskomovna-shkola-zi-stypendiyamy	
12.02.2018	clio	59	http://clio.lnu.edu.ua/news/stypendiya-imeni-kshyshtofa-skubishevskoho	
12.02.2018	clio	59	http://clio.lnu.edu.ua/news/konkurs-shkilnyh-proektiv-z-usnoji-istoriji	
09.02.2018	clio	59	http://clio.lnu.edu.ua/news/den-abiturijenta-na-istorychnomu-fakulteti-2	
09.02.2018	clio	59	http://clio.lnu.edu.ua/news/mizhnarodna-naukova-konferentsiya-arheolohiya-etnolohiya-ta-ohorona-kulturnoji-spadschyny-pivdenno-shidnoji-evropy-prysvyachena-25-richchyu-kafedry-arheolohiji-ta-etnolohiji-ukrajiny	
08.02.2018	clio	60	http://clio.lnu.edu.ua/news/rejtynh-uspishnosti-za-rezultatamy-i-semestrovoho-kontrolyu-2017-2018-n-r	
08.02.2018	clio	60	http://clio.lnu.edu.ua/news/prohrama-stypendij-dlya-molodyh-ukrajinskyh-doslidnykiv-u-ramkah-prohramy-ukrajina-v-jeropejskomu-dialozi-pry-instytuti-humanitarnyh-nauk-u-vidni	
06.02.2018	clio	60	http://clio.lnu.edu.ua/news/rozklad-zanyat-studentiv-i-v-kursiv-istorychnoho-fakultetu-dennoji-formy-navchannya-na-ii-semestr-2017-2018-n-r	
06.02.2018	clio	60	http://clio.lnu.edu.ua/news/kruty-sto-rokiv-pamyati	
02.02.2018	clio	60	http://clio.lnu.edu.ua/news/instruktazh-z-prohodzhennya-pedahohichnoji-asystentskoji-praktyky-studentamy-1-kursu-os-mahistr-spetsialnosti-032-istoriya-ta-arheolohiya	
01.02.2018	clio	61	http://clio.lnu.edu.ua/news/proekt-rejtynhu	
01.02.2018	clio	61	http://clio.lnu.edu.ua/news/instruktazh-z-prohodzhennya-pedahohichnoji-praktyky-studentamy-1-kursu-os-mahistr-spetsialnosti-014-serednya-osvita-istoriya	
01.02.2018	clio	61	http://clio.lnu.edu.ua/news/instruktazh-z-prohodzhennya-naukovo-doslidnoji-mahisterskoji-praktyky-studentamy-2-kursu-os-mahistr-spetsialnosti-032-istoriya-ta-arheolohiya	
01.02.2018	clio	61	http://clio.lnu.edu.ua/news/do-uvahy-studentiv-yaki-navchayutsya-za-koshty-derzhavnoho-byudzhetu	
31.01.2018	clio	61	http://clio.lnu.edu.ua/news/stypendijna-prohrama-im-lejna-kirklanda-polscha-u-2018-2019-n-r	
31.01.2018	clio	62	http://clio.lnu.edu.ua/news/zasidannnya-mizhdystsyplinarnoho-seminaru-modus-legendi-scho-pryurochenne-100-richchyu-boyu-pid-krutamy	
30.01.2018	clio	62	http://clio.lnu.edu.ua/news/prohrama-obminu-studentamy-ta-aspirantamy-z-albertskym-universytetom-m-edmonton-kanada-zi-stypendiyamy	
30.01.2018	clio	62	http://clio.lnu.edu.ua/news/dopovid-tetyany-lapan-na-zasidanni-mizhdystsyplinarnoho-seminaru-modus-legendi-teoretyky-svitovoji-sotsiolohiji-do-220-littya-zhyttya-ta-tvorchoho-spadku-o-konta	
29.01.2018	clio	62	http://clio.lnu.edu.ua/news/zasidannya-mizhdystsyplinarnoho-seminaru-modus-legendi-teoretyky-svitovoji-sotsiolohiji-do-220-littya-zhyttya-ta-tvorchoho-spadku-o-konta-dopovidach-tetyana-lapan	
27.01.2018	clio	62	http://clio.lnu.edu.ua/news/zavdannya-iii-etapu-vseukrajinskoji-uchnivskoji-olimpiady-z-istoriji	
26.01.2018	clio	63	http://clio.lnu.edu.ua/news/rozklad-perezdach-akademichnyh-zaborhovanostej-studentamy-istorychnoho-fakultetu-dennoji-formy-navchannya-talon-k-2	
